Numéro;genus;sp;LIB_PAYS;N_ESSEM;N_CTFT;ORIGINE;CRS;DURETE;D12;NE_D12;CV_D12;HYGRO;SATUR;RB;Champ1;RV;RT;RR;FEND;TRACTION;CIS;C12;NE_C12;CV_C12;C_T_HUMID;C_REPERE;F12;NE_F12;CV_F12;E;W
3731;Cryptomeria;japonica;Reunion;2985P;29785;P;S;1;0.34;5;9;0.0021;26;8.9;;0.34;5.7;1.6;;;;29.7;5;15;13;;52.6;5;15;5396;
3362;Cryptomeria;japonica;Reunion;2624;26109;;S;1;0.34;7;8;0.0022;28;9.1;;0.33;6.8;2.2;9.1;1.4;2,6;28.1;7;7;66;*;53;7;9;5101;7
3712;Cryptomeria;japonica;Reunion;2966P;29805;P;S;1;0.34;5;5;0.0022;31;9.6;;0.31;5.3;1.8;;;;27.7;5;7;22;;49.4;5;11;4513;
3335;Cryptomeria;japonica;Reunion;2597;26120;;S;1;0.34;8;9;0.0023;31;9.1;;0.29;5.6;1.5;8.2;1.1;3,2;26.3;8;15;60;*;43.1;8;18;3335;10
3339;Cryptomeria;japonica;Reunion;2601;26108;;C;0.9;0.34;10;9;0.0024;30;8.4;;0.28;6.4;1.8;9.5;1.2;;24.8;10;15;43;*;47.4;10;13;2845;10
3351;Cryptomeria;japonica;Reunion;2613;26123;;S;0.8;0.35;6;13;0.0023;31;9.4;;0.3;7.1;1.6;9.4;1.2;;27.1;7;11;49;*;46.5;7;13;4807;9
3707;Cryptomeria;japonica;Reunion;2961P;29784;P;S;0.9;0.35;5;5;0.0023;28;8.3;;0.3;6.2;2;;;;27.6;5;6;21;;52.4;5;9;3924;
3758;Cryptomeria;japonica;Reunion;3012P;29786;P;S;1;0.35;5;6;0.0023;30;9.7;;0.32;5.7;1.5;;;;28.3;5;9;16;;63.7;5;9;6573;
3724;Cryptomeria;japonica;Reunion;2978P;29800;P;S;1.2;0.35;5;8;0.0021;29;10.5;;0.36;7.4;2.2;;;;30.5;5;12;17;;52.8;5;7;5199;
3742;Cryptomeria;japonica;Reunion;2996P;29792;P;S;0.8;0.35;5;5;0.0023;32;9.6;;0.3;7.8;1.4;;;;27.5;5;12;10;;43.1;5;12;4022;
3722;Cryptomeria;japonica;Reunion;2976P;29780;P;S;0.8;0.35;5;1;0.0024;30;8.8;;0.29;6.3;2.3;;;;28.4;5;19;10;;52.1;5;25;3728;
3340;Cryptomeria;japonica;Reunion;2602;26113;;S;1.1;0.35;9;11;0.0021;29;8.8;;0.3;5.8;1.5;10.1;1.1;;27.2;9;15;40;*;47.7;9;16;4120;11
3353;Cryptomeria;japonica;Reunion;2615;26112;;S;1.3;0.36;9;5;0.0022;28;9.7;;0.35;7.4;2.2;8.4;1;2,6;28.4;9;9;61;*;50.2;9;8;4709;9
3714;Cryptomeria;japonica;Reunion;2968P;29787;P;S;1;0.36;5;10;0.0024;32;10.1;;0.32;6.7;2.4;;;;32.3;5;14;21;;56.4;5;19;5690;
3761;Cryptomeria;japonica;Reunion;3015P;29779;P;S;1.6;0.37;5;6;0.0023;29;9.9;;0.34;7.3;2.5;;;;35.1;5;7;16;;65.1;5;14;7456;
3755;Cryptomeria;japonica;Reunion;3009P;29783;P;S;1.3;0.37;5;8;0.0022;29;10.6;;0.37;7.1;2.1;;;;28;5;11;15;;65.7;5;8;6278;
3757;Cryptomeria;japonica;Reunion;3011P;29793;P;S;1.5;0.37;5;12;0.0024;32;10.1;;0.32;7.2;1.8;;;;25.1;5;10;18;;61.6;5;14;5396;
3349;Cryptomeria;japonica;Reunion;2611;26125;;S;0.9;0.37;5;8;0.0024;33;10.4;;0.32;6.8;2.2;9.4;1.1;3,0;30.7;5;7;59;*;60.7;5;12;5788;9
3741;Cryptomeria;japonica;Reunion;2995P;29791;P;S;1.3;0.37;5;6;0.0027;35;8.5;;0.24;8.2;2.9;;;;23.5;5;7;3;;41.3;5;14;2943;
3711;Cryptomeria;japonica;Reunion;2965P;29778;P;S;1.2;0.39;5;11;0.0025;29;9.7;;0.33;7.2;3.3;;;;34.9;5;20;14;;63.1;5;16;5984;
3735;Cryptomeria;japonica;Reunion;2989P;29781;P;S;1;0.39;5;5;0.0023;29;10.2;;0.35;7.3;3.2;;;;33.6;5;9;12;;58.9;5;10;5984;
3734;Cryptomeria;japonica;Reunion;2988P;29777;P;S;1.3;0.4;5;9;0.0026;31;9.7;;0.31;7.2;3;;;;33.7;5;9;20;;64.5;5;12;6180;
1222;Cryptosepalum;staudtii;Cameroun;0559;05928;;C;6.5;0.89;15;2;0.0037;25;13.1;;0.52;10.3;5.4;23.5;3.8;10,1;72.7;15;7;39;*;149.3;11;10;15107;60
1410;Cryptosepalum;staudtii;Cameroun;0743;07403;;C;10.2;0.95;9;4;0.0048;34;13.8;;0.41;9.4;5.5;22.1;4;13,4;82.9;10;10;33;*;167;7;9;16971;36
1677;Ctenolophon;englerianus;Gabon;1007;10327;;C;10.5;0.92;11;6;0.0037;27;14;;0.52;8.5;5.6;23.1;3.4;9,3;79.5;12;8;45;*;145.8;11;13;14617;19
838;Ctenolophon;englerianus;Gabon;0300;02898;;C;7.5;0.93;10;4;0.0036;25;13.2;;0.53;;;13.8;2.1;;82.9;20;7;40;*;142.8;8;11;;19
1710;Ctenolophon;englerianus;Gabon;1040;10531;;C;18.2;0.95;10;3;0.0056;35;12.7;;0.36;8.3;6.1;26.9;3.3;10,4;95.4;10;5;68;*;189.2;9;5;16873;21
1224;Cunonia;austrocaledonica;Nouvelle Caledonie;0561;06092;;C;4.8;0.92;15;3;0.0053;31;12;;0.39;8.9;5.7;25.1;3.5;7,8;63.4;15;10;66;*;133.5;9;14;12361;22
3560;Cunonia;austrocaledonica;Nouvelle Caledonie;2811;28071;;C;5.2;1;9;2;0.0046;27;12.8;;0.47;8.6;5.1;23.8;3.8;8,8;69.2;9;9;37;;124.3;9;7;10399;24
2463;Cunonia;linearisepala;Nouvelle Caledonie;1749;06113;;C;6.3;0.88;10;5;0.0042;30;13.1;;0.44;8.4;5.2;24.3;3.2;8,1;63.4;10;11;58;*;121.1;8;11;11282;22
1847;Cupaniopsis;apiocarpa;Nouvelle Caledonie;1172;06167;;C;6.9;0.83;10;5;0.0029;21;11.6;;0.55;8.7;4.8;17.2;3.1;11,4;60.6;10;3;40;*;102.4;10;12;10006;26
3785;Cupressus;lusitanica;Burundi;3039P;29394;P;S;1.6;0.41;4;5;0.0027;27;8.8;;0.33;5.4;2.6;9.1;1.6;1,7;34.3;6;17;21;;69.4;8;11;5297;14
3797;Cupressus;lusitanica;Burundi;3051P;29391;P;C;1.4;0.42;9;8;0.0031;28;6.5;;0.23;5.3;3.2;9.5;1.6;5,3;32.2;6;16;14;;82.7;8;14;6082;15
3791;Cupressus;lusitanica;Burundi;3045P;29395;P;S;2.2;0.42;6;3;0.0027;26;8.6;;0.33;5.5;3.2;10.3;1.5;18,6;37.7;6;11;23;;82.3;7;13;7946;14
3787;Cupressus;lusitanica;Burundi;3041P;29392;P;S;1.9;0.44;7;14;0.003;27;7.7;;0.29;5.9;2.7;9.7;1.6;1,8;31.8;7;10;21;;69.3;6;9;6082;12
3808;Cupressus;lusitanica;Burundi;3062P;29393;P;S;2.3;0.45;7;18;0.0031;25;7;;0.28;5;2.6;12.6;1.4;;44.7;6;26;25;;72.3;10;22;5396;12
3792;Cupressus;lusitanica;Burundi;3046P;29396;P;S;4;0.52;6;5;0.0031;30;10.9;;0.36;7.4;2.9;12.2;1.8;3,7;46.1;10;14;33;;87;10;19;8731;16
419;Cylicodiscus;gabunensis;Cameroun;0142;03368;;C;6.2;0.83;10;1;0.0027;22;13;;0.59;;;14.6;3.1;;73.4;19;20;60;*;113.2;6;15;;37
930;Cylicodiscus;gabunensis;Cameroun;0354;03368;;C;5.8;0.87;12;10;0.0035;29;17.2;;0.59;;;19.5;3.6;;104;16;17;92;*;181.5;11;18;;40
1184;Cylicodiscus;gabunensis;Cameroun;0521;05562;;C;15.8;1.02;9;10;0.0025;20;12.6;;0.63;;;23.8;3.1;10,1;99.3;8;10;34;*;180.9;7;8;17658;65
1035;Cylicodiscus;gabunensis;Cote d'Ivoire;0417;04253;;C;4.5;0.77;16;6;0.0042;29;11.8;;0.41;;;25.5;3.6;;64.4;16;12;52;*;123.2;15;14;14715;22
1973;Cylicodiscus;gabunensis;Gabon;1262;15632;;C;9.6;0.79;6;3;0.0038;23;11;;0.48;6.7;5.1;28.1;3.2;13,8;75.3;9;14;53;*;147.1;4;20;15990;28
2009;Cylicodiscus;gabunensis;Gabon;1296;15676;;C;12;0.91;6;12;0.0041;31;14.6;;0.47;7.7;5.6;19.5;3.6;7,6;85.4;10;14;61;*;171.8;8;8;21484;45
2003;Cylicodiscus;gabunensis;Gabon;1290;15677;;C;10.3;0.92;10;11;0.0034;20;10.8;;0.54;8.7;5.5;22.7;3;11,3;73.4;10;13;62;*;132.7;8;9;16971;29
1953;Cylicodiscus;gabunensis;Gabon;1245;15644;;C;7.5;0.96;7;12;0.0046;31;12.6;;0.41;7.2;6.2;21;3.3;8,5;81.6;8;9;66;*;123.4;5;22;17658;31
1937;Cylicodiscus;gabunensis;Gabon;1235;15646;;C;8.8;1;7;4;0.0028;26;15.1;;0.58;9.4;6.8;28.5;3.5;10,5;87.1;7;12;64;*;152.5;5;15;16579;53
1984;Cylicodiscus;gabunensis;Gabon;1271;15645;;S;22.5;1.06;7;6;0.0024;19;12.2;;0.64;7.6;5.9;23.2;3.4;;75.4;8;5;115;*;163.5;5;7;22563;48
1543;Cynometra;ananta;Cote d'Ivoire;0870;09936;;C;8.5;0.92;10;2;0.0036;26;13.6;;0.52;8.6;4.9;19.6;3.3;;82.8;10;5;50;*;148.5;10;11;14715;65
766;Cynometra;ananta;Cote d'Ivoire;0263;01151;;C;14.8;0.99;10;2;0.0038;26;13.6;;0.52;;;19.1;2.6;;75.5;20;;;;148.2;10;;;27
1353;Cynometra;hankei;Cameroun;0689;07307;;C;10.3;0.97;7;2;0.0027;25;14.5;;0.58;9.9;5.4;23.8;3.6;9,8;87.7;10;5;51;*;182.2;10;7;15500;70
1270;Dacrycarpus;imbricatus;Vietnam Annam;0607;06701;;C;2.3;0.54;9;9;0.0026;24;11.4;;0.48;9.9;5;15;1.9;;38.7;10;10;89;*;81.4;10;8;9418;18
1843;Dacrydium;balansae;Nouvelle Caledonie;1168;06185;;C;4.4;0.6;7;7;0.0016;18;11.9;;0.66;6;4.2;19.6;2.5;8,5;61.5;10;10;59;*;99.2;10;12;8633;12
1109;Dacryodes;buettneri;Congo;0464;04773;;C;3.7;0.68;10;4;0.0032;29;13.3;;0.46;;;24.4;3.2;12,9;53.6;10;4;51;*;118.8;8;;14519;25
1756;Dacryodes;buettneri;Gabon;1086;13951;;C;2.6;0.51;15;5;0.0034;41;11.7;;0.29;7.1;5.1;19.7;2.4;6,7;45.9;15;6;82;*;91.2;15;17;10791;11
1275;Dacryodes;buettneri;Gabon;0612;06698;;C;1.9;0.55;12;3;0.0034;35;11.3;;0.32;7.1;5.8;12.8;2.2;6,7;50.2;14;6;33;*;92.7;8;10;10497;15
1758;Dacryodes;buettneri;Gabon;1088;13943;;C;2.8;0.55;10;5;0.0025;40;10.6;;0.27;7.2;5;23.2;2.7;5,5;56.3;10;7;76;*;119.1;10;7;13930;23
1879;Dacryodes;buettneri;Gabon;1201;15272;;C;2.6;0.55;10;2;0.0024;19;10.1;;0.53;6.7;4.8;20.7;2.9;7,5;47.1;10;14;66;*;94.5;8;12;10399;17
1288;Dacryodes;buettneri;Gabon;0625;06699;;S;2.2;0.57;6;2;0.0031;33;13;;0.39;5.9;4.9;14.4;2.8;6,2;53.8;7;8;40;*;99;5;13;10791;13
1632;Dacryodes;buettneri;Gabon;0962;10513;;S;2.4;0.57;8;2;0.0035;36;11.3;;0.31;8.9;5.2;18.7;2.4;7,3;52.7;8;8;44;*;89.1;7;11;8339;16
1762;Dacryodes;buettneri;Gabon;1092;13952;;C;2.8;0.57;15;4;0.0039;57;15.1;;0.26;7.5;5.1;21.7;2.7;8,2;50.1;14;6;79;*;111.9;14;13;11772;21
1629;Dacryodes;buettneri;Gabon;0959;10330;;C;2.2;0.57;9;5;0.003;31;13.2;;0.43;7.2;4.8;15.9;2.7;6,1;57;10;13;62;*;101;8;12;11576;18
1236;Dacryodes;buettneri;Gabon;0573;06286;;C;2.7;0.58;15;4;0.0034;30;11;;0.37;7.2;4.9;13.1;2.3;7,1;53.1;15;5;43;*;93.8;15;6;9516;20
1694;Dacryodes;buettneri;Gabon;1024;10516;;C;2.4;0.58;10;3;0.0034;34;12.3;;0.36;6.7;5.2;15.2;2.3;6,6;52.6;10;11;49;*;97.6;9;7;11968;21
1679;Dacryodes;buettneri;Gabon;1009;10514;;C;3;0.59;14;6;0.0036;35;11.3;;0.32;8.9;6.6;12.8;1.9;7,1;54.2;15;12;35;*;110.9;13;12;12557;22
1871;Dacryodes;buettneri;Gabon;1194;15294;;C;3.3;0.6;9;5;0.0034;32;12;;0.38;7.7;5.1;22.8;2.7;7,3;39.5;10;7;79;*;79.8;8;11;8633;14
1686;Dacryodes;buettneri;Gabon;1016;10515;;C;3.1;0.61;11;5;0.0033;32;12.6;;0.39;8.1;5.1;13.9;2.3;8,8;52.4;11;5;52;*;103.9;8;14;11674;22
1289;Dacryodes;buettneri;Gabon;0626;06768;;S;3.3;0.63;9;7;0.0043;35;10.2;;0.29;6.4;5.2;20.6;3.1;5,6;49.2;8;13;28;*;95.8;9;;8535;11
1020;Dacryodes;buettneri;Gabon;0402;05017;;C;3.4;0.68;19;7;0.0034;33;13.4;;0.41;;;20.9;3.6;;69.1;19;6;43;*;124.4;22;;12851;29
584;Dacryodes;excelsa;Guadeloupe;0193;01970;;C;2.5;0.56;10;4;0.003;28;11.4;;0.41;;;11.6;1.7;;48.9;20;6;40;*;99.7;10;;;24
2381;Dacryodes;excelsa;Guadeloupe;1667;16972;;C;4.1;0.6;10;5;0.0033;32;12.3;;0.38;7.4;4.9;14.9;2.2;6,5;49.4;10;8;103;*;119.3;9;9;10791;18
2369;Dacryodes;excelsa;Guadeloupe;1655;16974;;C;3.3;0.61;10;4;0.0028;29;13.5;;0.47;8.1;5.5;17;2.4;5,1;49.4;10;7;81;*;88.2;9;16;10202;14
373;Dacryodes;excelsa;Guadeloupe;0127;01999;;S;3;0.63;10;9;0.003;28;12.5;;0.45;;;15.5;2.7;;45.9;20;9;40;*;82.1;8;;;21
2171;Dacryodes;excelsa;Guadeloupe;1457;16193;;C;3.6;0.63;8;4;0.0031;29;12.7;;0.44;7.8;5;17.7;2.9;5,6;46.8;10;10;83;*;107.5;9;12;16481;20
3782;Dacryodes;excelsa;Guadeloupe;3036;29745;;S;3.4;0.64;7;1;0.0032;27;12;;0.44;8.8;4.9;17.8;2.9;5,1;57.1;7;2;28;;105.3;7;5;12164;18
2385;Dacryodes;excelsa;Guadeloupe;1671;16973;;C;4;0.66;10;4;0.0031;30;13.9;;0.46;8.2;5.8;16.9;3.8;4,7;54.3;10;5;110;*;114;9;10;11478;31
3825;Dacryodes;excelsa;Martinique;3079;30206;;C;1.7;0.55;10;4;0.0028;28;12.1;;0.43;8;5.7;12.9;2.7;4,7;53;10;6;37;;109.5;10;6;11282;31
3857;Dacryodes;excelsa;Martinique;3111;30217;;C;2.4;0.56;10;6;0.0029;28;11.8;;0.42;7;4.8;14.8;2.6;6,9;49.9;10;7;24;;95.1;9;11;10104;27
3817;Dacryodes;excelsa;Martinique;3071;30166;;S;2.7;0.59;9;4;0.003;28;11.8;;0.42;7.4;4.1;16.3;2.3;4,3;51.8;9;5;24;;98.3;8;8;9908;21
1783;Dacryodes;heterotricha;Congo;1113;14409;;C;4.3;0.61;10;3;0.0034;31;11.1;;0.36;7;4;25.5;2.8;9,7;56.4;10;4;42;*;94.3;10;18;10497;17
1797;Dacryodes;heterotricha;Congo;1125;14427;;C;6.1;0.69;8;5;0.0044;42;12.3;;0.29;7.2;2.9;24.5;3.2;12,0;63.4;10;8;88;*;131.9;10;15;12557;30
1799;Dacryodes;heterotricha;Congo;1126;14431;;C;6;0.7;6;4;0.0045;43;12.3;;0.29;8.2;5.7;32.9;3.6;13,6;68.3;10;6;85;*;143.1;10;6;13930;34
1801;Dacryodes;heterotricha;Congo;1128;14428;;C;4.1;0.71;8;8;0.004;31;12;;0.39;7.6;4.6;26.3;3.3;13,7;62.2;10;12;85;*;134.5;7;8;15402;20
1802;Dacryodes;heterotricha;Congo;1129;14432;;C;5.2;0.75;9;2;0.0029;25;12.4;;0.5;7.8;5.1;27.7;3.7;14,0;63.2;10;10;57;*;135.8;9;8;13538;17
1780;Dacryodes;heterotricha;Congo;1110;14408;;C;7.4;0.76;7;4;0.0024;28;13.8;;0.49;7.9;5.5;25.5;3.1;13,9;74.4;10;3;57;*;156.7;10;4;14028;34
128;Dacryodes;heterotricha;Gabon;0044;02016;;C;4.2;0.64;10;5;0.0034;24;10.4;;0.43;;;14.9;2.9;;62.8;20;5;40;*;105.7;8;;;28
1168;Dacryodes;igaganga;Gabon;0505;05592;;C;3.1;0.58;10;2;0.0034;38;12.8;;0.34;;;20.8;2.6;8,4;54.4;10;7;45;*;107.1;10;5;9614;19
1807;Dacryodes;igaganga;Gabon;1134;14381;;C;2.7;0.59;8;4;0.002;22;12.4;;0.56;8.8;5.1;19.5;2.4;8,9;52.5;10;4;85;*;93.8;9;9;10693;16
1707;Dacryodes;igaganga;Gabon;1037;10346;;C;3.1;0.59;10;4;0.0044;54;12.5;;0.23;7.4;5.2;13.6;2.3;8,1;67.4;10;8;96;*;122.5;10;8;10791;23
1808;Dacryodes;igaganga;Gabon;1135;14382;;C;2.7;0.6;7;3;0.0029;23;11.5;;0.5;8.3;4.8;22.5;2.8;11,2;56.2;10;6;68;*;105.3;8;8;10399;18
1295;Dacryodes;igaganga;Gabon;0632;06935;;C;2.5;0.61;10;5;0.0035;30;11.4;;0.38;6.8;3.8;20.3;2.7;4,4;61.3;9;10;60;*;103.2;10;10;10104;22
1784;Dacryodes;igaganga;Gabon;1114;14339;;C;3.5;0.62;10;5;0.0041;30;9.6;;0.32;7.2;5;25.5;2.9;8,9;54.3;10;5;69;*;94.4;6;10;10987;16
1806;Dacryodes;igaganga;Gabon;1133;14344;;C;3.1;0.62;9;2;0.003;28;12.8;;0.46;7.9;5;20.7;2.7;9,3;54.9;10;11;65;*;102.8;7;3;10595;21
1803;Dacryodes;igaganga;Gabon;1130;14322;;C;4.7;0.66;9;6;0.0029;29;13.3;;0.46;8.1;5.9;21;3.1;12,2;54.2;10;6;68;*;111.3;10;6;11085;22
764;Dacryodes;klaineana;Cote d'Ivoire;0262;03298;;C;6;0.66;10;7;0.004;31;13;;0.42;;;17.7;2.7;;57;20;15;40;*;98.5;10;;;59
1096;Dacryodes;klaineana;Cote d'Ivoire;0457;04254;;C;5.8;0.82;10;8;0.0041;41;15.7;;0.38;;;26.3;3.6;11,4;62.9;10;14;43;*;127.4;7;12;18737;42
1563;Dacryodes;klaineana;Cote d'Ivoire;0890;09931;;S;7.9;0.94;7;2;0.0038;32;15.7;;0.49;9.4;6.1;21.7;3.6;;77.6;7;5;71;*;182.2;7;7;13047;83
2379;Dacryodes;macrophylla;Gabon;1665;16424;;C;4.7;0.63;9;6;0.0031;26;11.7;;0.45;7.3;5.3;15.2;2.1;5,8;45;10;12;93;*;97.8;10;9;11282;19
2360;Dacryodes;normandii;Gabon;1646;16425;;C;3;0.55;8;5;0.0024;24;11.7;;0.49;7.1;4.6;13.5;2.8;6,1;42;8;7;113;*;91.9;8;;13342;16
2227;Dacryodes;normandii;Gabon;1513;16322;;C;2.2;0.56;10;4;0.0026;26;11.8;;0.45;6.6;4.1;15.8;1.9;5,8;46.2;10;8;91;*;85.3;9;7;8731;17
2282;Dacryodes;normandii;Gabon;1568;16321;;C;2.5;0.56;10;7;0.0028;25;10.6;;0.42;7.3;3.7;17;2.1;6,1;44.4;10;6;65;*;97;9;7;11674;14
2318;Dacryodes;normandii;Gabon;1604;16339;;C;2.8;0.57;10;4;0.0028;29;12.7;;0.44;8.1;4.5;16.5;2.4;6,2;45.7;10;13;98;*;108.5;10;6;12263;22
2263;Dacryodes;normandii;Gabon;1549;16324;;S;3.1;0.59;9;8;0.0025;27;13.3;;0.49;6.7;4.5;11.1;1.5;5,4;50.9;9;11;85;*;111.7;6;12;15500;21
2176;Dacryodes;normandii;Gabon;1462;16323;;C;3.6;0.6;9;7;0.0025;25;12.5;;0.5;7.8;5.1;16.7;2.2;5,5;46.3;10;14;61;*;84;7;17;12164;17
1624;Dacryodes;normandii;Gabon;0954;10335;;C;3.2;0.62;10;5;0.0036;36;11.9;;0.33;8.8;5.5;22.3;2.9;9,3;47.8;10;6;61;*;95.2;10;9;9516;17
2289;Dacryodes;normandii;Gabon;1575;16320;;C;3.1;0.65;10;4;0.0031;29;13.4;;0.46;8.9;4.7;20.6;2.9;5,5;62.3;10;6;98;*;103.2;8;10;13832;23
1804;Dacryodes;pubescens;Congo;1131;14383;;C;6;0.64;9;4;0.0035;21;10.6;;0.5;8.7;4.8;23.2;3.3;11,1;58.7;10;5;64;*;124;10;7;11380;23
1107;Dacryodes;pubescens;Congo;0463;04814;;C;3.8;0.66;10;7;0.0034;31;12.9;;0.42;;;22.7;3;8,8;56.6;10;6;40;*;108.6;9;9;;15
1800;Dacryodes;pubescens;Congo;1127;14433;;C;3.5;0.67;8;6;0.0031;22;10;;0.45;7.3;4.6;25.4;3.3;11,2;60;10;8;87;*;129.5;8;9;12655;20
1805;Dacryodes;pubescens;Congo;1132;14393;;C;6.4;0.68;8;4;0.0032;29;13.8;;0.48;8.7;5.4;22.5;2.6;12,6;59.2;10;11;85;*;118;10;16;12361;19
1505;Dacryodes;sp;Congo;0836;09881;;C;3.5;0.67;10;5;0.0041;43;13.7;;0.32;8.5;6.1;21.7;2.9;;53;10;9;89;*;110.4;7;11;13440;32
1740;Dalbergia;baronii;Madagascar;1070;12064;;C;7.8;0.79;9;8;0.0032;22;11.5;;0.52;7.1;3.9;13.6;2.4;7,9;69.5;9;10;50;*;131.2;9;13;15500;34
2344;Dalbergia;melanoxylon;Senegal;1630;17076;;S;23.9;1.25;7;4;0.0062;20;9.2;;0.46;;;27.5;3.6;;68.2;6;7;76;*;148;4;12;12066;24
2070;Dalbergia;melanoxylon;Tanzanie;1356A;16093;A;C;20.2;1.33;8;1;0.0096;29;7.4;;0.26;;;26.9;3.5;;74.8;10;7;85;*;211.7;9;7;20601;49
873;Dalbergia;monticola;Madagascar;0320;01458;;C;6.1;0.84;15;;0.0047;30;11.5;;0.38;;;20.3;2.9;;70.1;15;13;30;*;144.7;15;;;36
352;Dalbergia;monticola;Madagascar;0120;01457;;C;8.5;0.9;10;4;0.0033;23;13;;0.57;;;18.1;3.8;;74;20;8;10;*;162.6;8;3;;54
2147;Dalbergia;sp;Madagascar;1433;16211;;C;12.5;0.98;10;3;0.0042;17;8.8;;0.52;4.9;2;27.6;3.5;9,2;72.3;10;11;58;*;172.2;10;13;20405;30
2123;Dalbergia;sp;Madagascar;1409;16115;;C;11.1;1.01;7;1;0.0063;28;8.8;;0.31;6.5;3.7;11.3;2;9,4;73;10;6;64;*;159.9;9;7;14519;31
346;Dalbergia;sp;Madagascar;0118;01460;;C;18.6;1.09;10;2;0.0056;18;8.1;;0.45;;;22;4.2;;98.9;20;4;20;*;176.2;8;3;;44
2170;Dalbergia;sp;Madagascar;1456;16259;;C;22.7;1.16;7;1;0.0037;13;8.3;;0.64;7.5;3.1;20.8;2.9;9,9;63.3;9;15;88;*;170.5;7;14;23250;50
612;Dalbergia;spruceana;Bresil n.p.;0201V;;V;C;14.3;1.04;10;1;0.0041;21;11.3;;0.54;8.2;3.2;;;;97;10;8;42;*;203.4;4;5;21092;
1150;Daniellia;klainei;Congo;0487;05316;;C;1.5;0.49;10;8;0.0037;38;10.4;;0.27;;;17.1;2;7,4;35.1;10;8;34;*;60.6;10;12;7750;15
319;Daniellia;klainei;Gabon;0109;01154;;C;2.8;0.5;10;6;0.0023;25;12;;0.48;;;9.3;1.7;;25.8;13;6;40;*;49.3;5;7;;10
1279;Daniellia;ogea;Senegal;0616;06763;;C;1.4;0.48;9;2;0.003;28;10.4;;0.37;5.6;2.6;11.2;2.5;7,1;37.8;10;9;31;*;67.3;10;7;8142;13
1390;Daniellia;oliveri;Cote d'Ivoire;0726;06721;;C;1.6;0.5;10;4;0.0032;38;8.2;;0.22;6.6;3.2;17.7;2;7,2;38.2;16;6;61;*;58.5;16;6;6671;17
1335;Daniellia;oliveri;Cote d'Ivoire;0672;06693;;S;2;0.61;7;7;0.0031;21;8.5;;0.4;6.5;2.7;21.6;2.6;7,9;36.4;7;9;35;*;62.8;7;14;6671;17
2792;Daniellia;oliveri;Mali;2058;19980;;R;1.2;0.51;2;;0.0032;30;9.8;;0.33;5.5;2.3;18.5;2.7;;24.2;2;;55;*;53.6;2;;4611;13
2799;Daniellia;oliveri;Mali;2065;19981;;R;2.6;0.59;2;;0.0038;28;9.3;;0.33;6.1;3.6;17;2.3;9,3;33.6;2;;55;*;73.3;2;;6278;13
1375;Daniellia;oliveri;Senegal;0711;06903;;C;2.1;0.59;8;2;0.0044;33;8.6;;0.26;5.5;2.9;12.8;2.2;7,4;39.4;10;2;55;*;80.3;9;4;7750;16
1278;Daniellia;oliveri;Senegal;0615;06760;;S;2.3;0.59;8;4;0.004;29;8.3;;0.29;6.5;3.5;20.1;2.3;5,1;43.3;8;7;72;*;82.5;7;9;6475;10
1276;Daniellia;oliveri;Senegal;0613;06756;;C;2.3;0.59;9;2;0.0042;36;9.3;;0.26;5.7;2.8;13.1;2.1;8,7;38.9;10;3;42;*;80.3;10;8;6278;17
1782;Daniellia;oliveri;Senegal;1112;14295;;C;3.2;0.61;10;5;0.004;29;9;;0.31;7;5.3;24.5;2.6;8,7;44.7;10;7;49;*;76.2;6;8;7063;12
1773;Daniellia;oliveri;Senegal;1103;14294;;C;3.4;0.62;9;2;0.0041;35;10.2;;0.29;8.5;3.4;27.4;2.9;8,7;45.2;9;8;67;*;89.9;8;8;9712;25
1778;Daniellia;oliveri;Senegal;1108;14293;;C;5.8;0.69;10;;0.0037;32;12.4;;0.39;7.6;3.6;26;2.7;8,1;51.9;10;5;60;*;86.2;8;10;9320;16
1525;Daniellia;soyauxii;Gabon;0853;09897;;C;1.7;0.57;11;3;0.0032;25;10;;0.4;6.6;3.6;17.8;2;5,9;29.8;12;13;68;*;70.3;5;7;9418;9
478;Daniellia;sp;Cameroun;0162;04308;;S;1.8;0.55;10;3;0.0023;31;15.5;;0.5;;;12.4;1.8;;29.6;20;11;40;*;50.1;8;;;11
936;Daniellia;sp;Gabon;0357;04127;;C;1.9;0.5;12;4;0.0018;27;14.8;;0.55;;;13.2;2.9;;43.1;14;5;61;*;76.6;14;15;;14
19;Daniellia;sp;Guinee;0007;03318;;S;1.2;0.56;8;4;0.0034;29;10.4;;0.36;;;19.2;2.1;;28.6;14;14;40;*;58;6;;;24
2867;Daniellia;thurifera;Cote d'Ivoire;2130;20046;;C;1.5;0.44;10;7;0.0027;31;10.5;;0.34;5.9;2.7;12.7;2;7,2;30.3;10;6;88;*;61.4;10;10;6278;12
2858;Daniellia;thurifera;Cote d'Ivoire;2121;20022;;R;1.5;0.45;2;;0.0017;26;13.4;;0.52;7.5;3.8;12.6;2.1;5,6;37.7;2;;52;*;75.8;2;;7848;14
2898;Daniellia;thurifera;Cote d'Ivoire;2160;20025;;C;2.6;0.53;10;3;0.0028;28;11.7;;0.42;6.7;4;12.5;2;7,0;44.6;9;5;79;*;88.6;10;5;9614;18
